State,County,Under5yrsPopulation_total ,Under5yrsPopulation_female,t5to17yrsPopulation_total,t5to17yrs_Female,t18to24yearsPopulation,t18to24yrs_Female,t25to34yrs_Population,t25to34years_Female,t35to44yrs_Population,t35to44yrs_Female,t45to64yrs_Population,t45to64yrs_Female,t65to84years_Population,t65to84yrs_Female,t85to99yrs_Population,t85to99yrs_Female,t100_years_and_Over_Population,t100yrs_and_over_Female
Texas,Madison County,700,335,2054,1051,1362,454,2323,628,1782,623,3024,1454,1955,1068,252,160,3,2
Texas,Marion County,389,177,1320,663,563,295,799,382,952,497,3075,1602,2385,1246,237,130,5,3
Texas,Martin County,369,175,1172,578,402,191,665,351,667,325,1269,639,616,325,77,42,0,0
Texas,Mason County,169,78,582,260,220,108,292,130,379,195,1037,531,1132,592,139,79,3,1
Texas,Matagorda County,2456,1212,6652,3216,2898,1408,4495,2274,4233,2126,9141,4643,5745,2957,631,408,4,3
Texas,Maverick County,4200,2014,12758,6243,5825,2825,7058,3620,6415,3437,13223,7128,7521,4177,878,513,9,8
Texas,Medina County,2804,1354,8973,4367,4279,1822,5783,2554,5861,2931,13874,6836,8300,4258,874,545,0,0
Texas,Menard County,82,41,278,131,104,56,162,91,189,81,546,284,543,268,57,33,1,0
Texas,Midland County,13315,6487,33534,16462,14721,7099,28692,14003,24273,11489,37077,18499,16135,8671,2221,1414,15,13
Texas,Milam County,1266,639,4418,2097,1806,848,2397,1220,2774,1438,6590,3330,4904,2513,590,370,9,2
Texas,Mills County,194,95,693,319,262,116,377,185,448,218,1155,610,1130,578,196,116,1,1
Texas,Mitchell County,449,214,1326,633,848,254,1620,363,1370,438,2050,865,1193,633,134,95,0,0
Texas,Montague County,1019,525,3394,1656,1371,687,1984,1000,2187,1114,5402,2697,4123,2147,475,313,10,6
Texas,Montgomery County,38769,19085,123350,60316,52314,25540,76584,38774,85818,44029,157354,80083,78766,42158,7435,4718,53,47
Texas,Moore County,1707,864,4707,2277,2205,1062,2915,1352,2715,1301,4683,2293,2112,1089,310,194,4,4
Texas,Morris County,667,313,2006,979,761,375,1230,634,1361,721,3245,1712,2449,1312,247,148,7,6
Texas,Motley County,56,34,166,77,57,28,107,59,103,49,253,121,289,159,30,10,2,0
Texas,Nacogdoches County,3784,1871,10866,5309,11138,6294,7698,3899,7023,3572,13855,7215,9176,4933,1082,706,31,21
Texas,Navarro County,3253,1620,10123,4896,5021,2351,5944,3079,5939,3039,13383,6854,8034,4233,904,543,23,17
Texas,Newton County,563,282,1982,983,889,467,1167,562,1260,646,3617,1843,2465,1254,271,146,3,2
Texas,Nolan County,868,436,2842,1378,1171,515,1626,839,1634,831,3687,1890,2592,1355,316,200,2,2
Texas,Nueces County,20932,10115,62190,30364,35938,17916,47025,23195,45143,22534,86956,44070,49016,26018,5918,3829,60,50
Texas,Ochiltree County,700,327,2324,1151,800,371,1315,646,1295,636,2343,1164,1096,564,141,83,1,1
Texas,Oldham County,95,51,434,178,125,65,152,84,214,102,429,221,265,138,42,22,2,2
Texas,Orange County,5217,2522,15115,7333,6767,3338,10496,5317,10598,5377,22140,11096,13036,7030,1421,859,18,15
Texas,Palo Pinto County,1602,772,4769,2316,2208,1050,3208,1642,3146,1622,7586,3904,5338,2785,548,324,4,3
Texas,Panola County,1236,627,4079,1956,1782,861,2300,1139,2671,1368,5747,2936,4189,2221,482,310,5,4
Texas,Parker County,8878,4323,27910,13530,11060,5425,16499,8396,19558,9913,39992,20271,22190,11573,2108,1259,27,25
Texas,Parmer County,740,346,2100,981,977,471,1240,558,1059,527,2316,1152,1255,646,181,111,1,1
Texas,Pecos County,827,412,2786,1386,1209,542,2161,852,2242,811,3832,1645,1883,941,247,134,6,5
Texas,Polk County,2426,1178,7033,3409,3224,1502,5227,2242,5677,2398,14456,6831,11071,5571,1000,545,9,6
Texas,Potter County,7310,3602,22617,11115,10836,5307,15961,7539,15611,7222,29024,13701,14901,7915,2236,1430,29,28
Texas,Presidio County,334,164,1125,541,474,218,635,330,713,375,1615,872,1088,558,146,89,1,0
Texas,Rains County,574,268,1944,893,737,326,1165,606,1322,665,3442,1753,2759,1418,219,123,2,2
Texas,Randall County,8414,4128,25586,12644,14880,7344,18728,9465,18256,9133,32773,16994,19978,10863,2113,1314,25,15
Texas,Reagan County,252,133,731,351,295,137,441,198,431,208,839,418,366,190,28,12,2,0
Texas,Real County,97,39,379,171,140,70,202,88,214,112,781,399,863,430,79,45,3,3
Texas,Red River County,580,252,1728,859,762,371,1113,555,1217,623,3285,1673,2614,1360,286,156,2,1
Texas,Reeves County,794,414,2335,1107,1253,476,2397,723,2549,671,3522,1337,1671,846,226,144,1,1
Texas,Refugio County,357,178,1140,565,473,204,658,336,742,381,1851,952,1363,675,151,101,6,5
Texas,Roberts County,50,28,151,70,50,27,78,43,115,62,204,98,163,78,16,9,0,0
Texas,Robertson County,994,496,3041,1428,1114,530,1735,929,1995,1026,4361,2182,3136,1600,374,227,7,7
Texas,Rockwall County,6544,3235,22750,11068,8789,4227,11494,5919,15770,8275,28128,14354,12942,6962,1397,909,5,3
Texas,Runnels County,511,246,1753,831,673,307,923,465,1125,566,2626,1340,2005,1040,273,179,11,9
Texas,Rusk County,2794,1364,8702,4307,4377,1861,6766,2845,6795,3001,13465,6441,8323,4393,979,621,13,5
Texas,Sabine County,466,217,1365,686,500,246,769,371,913,468,2911,1459,2667,1328,297,186,6,3
Texas,San Augustine County,404,198,1228,606,481,227,762,385,740,399,2191,1118,1853,958,256,160,3,1
Texas,San Jacinto County,1510,745,4445,2132,1942,952,2809,1426,3015,1525,7751,3870,5452,2720,472,264,6,6
Texas,San Patricio County,4295,2073,13083,6411,5824,2793,8425,4116,8577,4195,17380,8647,10180,5315,990,620,1,1
Texas,San Saba County,293,149,831,404,403,248,799,558,630,356,1400,725,1220,630,152,92,2,0
Texas,Schleicher County,133,65,451,215,157,73,249,125,234,118,657,334,501,268,68,36,1,1
Texas,Scurry County,1078,526,3205,1547,1617,698,2189,962,2239,999,3976,1840,2294,1236,329,189,5,3
Texas,Shackelford County,182,99,561,252,216,117,303,158,306,167,866,438,579,307,89,54,3,3
Texas,Shelby County,1513,760,4438,2106,1960,949,2681,1360,2844,1431,6224,3151,3924,2085,433,277,5,5
Texas,Sherman County,209,86,599,294,211,89,353,162,301,148,701,330,354,183,54,36,0,0
Texas,Smith County,14419,7181,41602,20310,23595,12068,29494,15268,27833,14433,54711,28688,36830,20057,4935,3116,60,49
Texas,Somervell County,505,257,1732,868,598,281,919,464,1046,553,2518,1297,1700,872,179,127,8,3
Texas,Starr County,4801,2350,15009,7396,7226,3561,8215,4246,7758,4150,14423,7750,7619,4248,859,544,10,7
Texas,Stephens County,472,226,1502,737,681,264,1090,469,1166,483,2268,1118,1724,901,196,125,2,0
Texas,Sterling County,98,36,259,131,86,29,158,83,182,90,322,161,229,120,37,18,1,1
Texas,Stonewall County,69,32,173,100,64,37,108,62,101,39,352,176,318,166,58,38,2,0
Texas,Sutton County,196,95,621,281,232,127,344,164,311,156,959,494,659,339,45,27,5,5
Texas,Swisher County,401,207,1301,625,576,245,891,349,878,379,1629,775,1141,591,149,88,5,4
Texas,Tarrant County,133179,65400,403415,197912,208049,102047,303475,154347,288172,149461,516437,265625,231999,127474,25655,16530,259,199
Texas,Taylor County,9496,4683,25147,12216,17597,8977,20163,10107,17203,8750,31454,16142,19382,10664,2745,1730,21,19
Texas,Terrell County,36,11,108,60,38,11,76,39,77,38,214,104,185,93,25,15,1,0
Texas,Terry County,837,408,2412,1193,1007,486,1548,687,1480,682,2727,1309,1613,869,204,132,3,2
Texas,Throckmorton County,79,39,233,121,70,31,137,68,147,67,370,202,349,204,55,24,0,0
Texas,Titus County,2181,1105,6411,3204,2978,1470,3720,1900,3642,1921,7532,3867,4307,2281,472,303,4,3
Texas,Tom Green County,7446,3683,20802,10259,13405,6484,16790,8303,14396,7160,26989,13928,17611,9488,2552,1538,12,11
Texas,Travis County,73024,35639,200674,97806,141283,71679,256611,124516,202790,97896,283193,140199,119748,64327,12646,8010,219,156
Texas,Trinity County,638,317,1982,947,829,411,1164,595,1325,689,3945,2028,3355,1687,355,206,9,5
Texas,Tyler County,842,415,2981,1481,1397,559,2229,781,2256,943,5427,2541,4209,2142,454,269,3,1
Texas,Upshur County,2255,1130,7783,3725,2970,1398,4497,2349,5003,2546,10830,5536,6859,3623,691,420,4,1
Texas,Upton County,238,131,632,316,226,96,401,203,454,194,818,412,471,230,64,41,4,4
Texas,Uvalde County,1550,769,4534,2203,2629,1265,2947,1430,2691,1380,5736,2965,3894,2076,578,364,5,5
Texas,Val Verde County,3204,1619,9411,4631,5084,2238,6442,2984,5319,2681,10766,5624,6547,3552,794,491,19,14
Texas,Van Zandt County,3226,1594,10345,5073,4403,2163,6066,3092,6812,3427,16075,8196,11399,5906,1206,746,9,8
Texas,Victoria County,5671,2762,16845,8274,8149,4091,11830,5970,11091,5592,21890,11252,13934,7551,1880,1178,29,21
Texas,Walker County,3106,1468,8451,4053,14148,7618,10447,3622,10413,3023,19083,6804,9698,4803,1048,659,6,5
Texas,Waller County,3397,1699,10198,5071,10065,6063,5961,2972,6659,3345,13196,6639,6738,3412,572,359,8,5
Texas,Ward County,793,370,2365,1166,910,418,1593,743,1573,770,2789,1363,1412,764,209,125,0,0
Texas,Washington County,1847,960,5697,2692,3910,1798,3616,1807,3811,1935,8836,4538,6992,3774,1082,682,14,14
Texas,Webb County,19267,9542,61393,30138,31460,15515,36320,18212,33134,17247,57868,30730,24682,13801,2972,1971,18,14
Texas,Wharton County,2535,1264,7721,3751,3581,1725,4643,2305,4931,2536,10517,5335,6740,3520,893,560,9,9
Texas,Wheeler County,298,130,919,431,295,156,544,270,582,290,1263,639,970,508,117,67,2,2
Texas,Wichita County,7576,3728,21082,10288,16285,6875,17671,8286,15724,7415,30265,15110,18140,9831,2579,1687,28,21
Texas,Wilbarger County,688,330,2278,1151,1178,536,1588,788,1559,767,3229,1659,2078,1094,284,176,5,5
Texas,Willacy County,1101,578,3579,1763,2207,946,2880,1146,2567,1065,4640,2268,2807,1489,383,250,0,0
Texas,Williamson County,37739,18535,118233,57692,48794,23980,82819,42221,96621,49359,145894,74254,71671,39713,7170,4461,76,55
Texas,Wilson County,2719,1263,9263,4449,3811,1840,5145,2596,6066,3123,14189,7138,7740,3952,810,469,10,7
Texas,Winkler County,535,270,1654,794,683,286,1016,468,1021,491,1911,925,866,457,98,64,7,7
Texas,Wise County,4032,1940,12764,6249,5207,2512,7962,3924,8641,4248,18949,9461,10136,5277,938,559,3,3
Texas,Wood County,2009,965,6283,3092,3199,1521,3939,1855,4454,2178,12067,6192,11692,6082,1189,747,11,6
Texas,Yoakum County,564,282,1657,818,685,329,945,471,914,466,1826,918,954,510,142,84,7,5
Texas,Young County,1008,481,3211,1546,1297,625,1882,961,2100,1065,4583,2313,3349,1781,433,273,4,1
Texas,Zapata County,1009,478,3288,1552,1328,619,1678,844,1692,888,2884,1477,1820,965,178,93,12,8
Texas,Zavala County,680,315,2071,1000,894,442,1127,587,1000,533,2223,1142,1508,842,166,115,1,1
Utah,Beaver County,484,239,1678,814,581,252,836,352,995,433,1450,705,942,469,106,50,0,0
Utah,Box Elder County,4560,2168,13695,6611,5157,2425,6776,3385,7793,3851,11894,5990,6880,3529,906,514,5,3
Utah,Cache County,10492,5113,28501,14023,24487,12743,18793,8951,15851,7894,21499,10921,11993,6264,1529,882,9,1
Utah,Carbon County,1185,542,4042,1912,1773,890,2242,1131,2626,1336,4731,2403,3432,1743,380,226,1,1
Utah,Daggett County,40,16,179,79,52,20,62,35,109,55,232,101,255,115,6,4,0,0
Utah,Davis County,27996,13540,88299,42567,35190,16786,47473,23730,53373,26673,71474,36172,34600,18448,4240,2490,34,22
Utah,Duchesne County,1530,760,4798,2349,1514,693,2395,1203,2580,1272,4109,2008,2428,1234,231,137,11,7
Utah,Emery County,615,296,2254,1058,718,339,959,499,1244,612,2266,1152,1626,814,139,86,4,4
Utah,Garfield County,264,121,938,447,347,154,494,234,603,273,1238,633,1077,537,118,62,4,3
Utah,Grand County,482,240,1565,761,678,328,1346,678,1336,664,2463,1243,1626,831,172,114,1,0
Utah,Iron County,4037,1959,12222,6018,9360,4859,7080,3473,6616,3328,10158,5207,7169,3661,639,372,8,8
Utah,Juab County,947,483,3083,1399,1065,495,1348,662,1566,790,2224,1095,1405,716,143,73,5,5
Utah,Kane County,412,199,1340,652,453,232,738,367,895,424,1864,980,1821,917,144,88,0,0
Utah,Millard County,990,482,3050,1479,913,434,1358,670,1584,792,2804,1375,2012,1011,263,151,1,0
Utah,Morgan County,855,435,3444,1604,1033,472,982,503,1755,888,2671,1317,1416,711,136,73,3,3
Utah,Piute County,68,37,278,147,114,52,120,64,148,74,323,148,336,171,50,29,1,1
Utah,Rich County,192,89,575,272,162,69,230,130,282,138,602,290,428,196,39,17,0,0
Utah,Salt Lake County,78490,38403,231853,113149,127011,62204,192808,93771,174014,85634,246584,123432,120623,64542,13730,8410,125,85
Utah,San Juan County,980,473,3196,1548,1406,695,1760,869,1658,823,3280,1635,1994,1067,242,138,2,1
Utah,Sanpete County,1919,923,6084,2922,3537,1595,3088,1306,3555,1502,5666,2591,4155,2094,430,236,3,2
Utah,Sevier County,1484,706,4965,2400,1755,815,2208,1101,2832,1420,4530,2248,3338,1718,404,242,6,2
Utah,Summit County,2121,1049,8230,3898,3229,1512,4371,2145,5675,2836,12874,6519,5552,2661,303,158,2,1
Utah,Tooele County,5623,2740,18336,8937,6584,3130,9424,4802,10643,5291,15218,7456,6278,3282,582,365,10,8
Utah,Uintah County,2895,1411,8879,4386,3066,1482,4614,2376,5073,2524,6923,3553,3746,1969,415,229,9,4
Utah,Utah County,58590,28533,157543,76536,101985,52128,100308,48401,84114,41833,103266,52037,47783,25662,5759,3354,51,31
Utah,Wasatch County,2420,1145,8158,3884,2930,1397,3765,1869,4848,2502,8074,4046,4269,2080,319,196,5,4
Utah,Washington County,11383,5526,36159,17438,18059,9003,19256,9506,20583,10314,34920,18473,35722,18678,4176,2209,21,17
Utah,Wayne County,129,73,407,195,174,93,203,94,279,133,678,351,549,270,66,37,1,1
Utah,Weber County,18597,9003,54034,26290,27976,13735,37862,18513,35991,17687,55410,27727,28879,15295,3455,2095,19,14
Vermont,Addison County,1570,793,4784,2285,4767,2435,3921,1913,3974,2021,10243,5243,7243,3720,854,518,7,4
Vermont,Bennington County,1597,758,5565,2634,2854,1455,3701,1853,3875,1996,10707,5492,7848,4139,1182,758,18,13
Vermont,Caledonia County,1293,636,4815,2363,2442,1074,3170,1589,3296,1666,8385,4274,6136,3150,681,435,15,13
Vermont,Chittenden County,7501,3687,22222,10691,23776,12456,24828,12395,20855,10507,42436,21670,23591,12751,3065,2011,49,41
Vermont,Essex County,237,122,792,380,329,141,491,246,564,284,1913,946,1444,731,150,83,0,0
Vermont,Franklin County,2842,1412,8217,3989,3377,1593,6358,3119,6432,3192,14163,7094,7652,3952,894,592,11,10
Vermont,Grand Isle County,321,146,949,468,406,184,753,373,768,402,2374,1197,1594,767,127,69,1,1
Vermont,Lamoille County,1214,625,3987,1989,2081,1058,3136,1579,3419,1713,7281,3661,4358,2219,462,293,7,4
Vermont,Orange County,1334,674,4251,1990,1983,888,3155,1551,3444,1700,8541,4342,5927,3121,638,380,4,0
Vermont,Orleans County,1271,608,3987,1983,1764,855,3045,1435,3199,1565,7703,3821,5743,3013,673,412,8,6
Vermont,Rutland County,2542,1267,8018,3806,4734,2265,6538,3257,6501,3242,17956,9146,12848,6759,1423,892,12,12
Vermont,Washington County,2630,1277,8460,4106,5029,2179,6788,3433,7506,3822,16879,8638,11194,5893,1306,819,15,13
Vermont,Windham County,1838,866,6174,3021,3636,1567,4929,2485,5126,2640,13303,6886,9808,5087,1082,666,9,6
Vermont,Windsor County,2365,1148,7819,3787,3395,1634,6469,3244,6648,3383,16831,8748,12728,6590,1487,898,11,5
Virginia,Accomack County,1521,742,5020,2402,2270,1110,3340,1742,3526,1801,9507,4976,7362,3937,864,529,3,3
Virginia,Albemarle County,5787,2822,17063,8336,13414,6857,14543,7477,13391,6890,26425,14144,18824,10365,2919,1844,29,27
Virginia,Alleghany County,700,359,2143,1005,1079,513,1395,703,1512,783,4461,2301,3560,1882,369,249,4,4
Virginia,Amelia County,670,288,2007,979,973,484,1391,697,1427,704,4017,2044,2501,1323,273,177,6,5
Virginia,Amherst County,1660,802,4728,2351,2676,1452,3378,1709,3271,1675,8840,4647,5988,3222,758,479,8,7
Virginia,Appomattox County,976,511,2598,1302,1219,606,1840,952,1791,890,4337,2266,2994,1587,359,238,5,0
Virginia,Arlington County,12364,6035,29716,14485,23611,12219,57995,29137,38527,19510,51097,25520,22559,12117,2731,1729,43,30
Virginia,Augusta County,3811,1893,11659,5712,5679,2610,8603,4095,9069,4305,22061,11031,14951,7866,1639,967,15,12
Virginia,Bath County,189,92,508,260,280,138,399,202,400,203,1295,632,1010,512,124,68,4,2
Virginia,Bedford County,3867,1934,12013,5888,5907,2936,7831,3996,8034,4098,23962,12324,16199,8392,1636,972,13,10
Virginia,Bland County,227,117,715,350,368,142,638,263,846,295,1986,892,1372,673,116,74,2,2
Virginia,Botetourt County,1455,719,5217,2561,2295,1101,3037,1507,3507,1772,10203,5135,7061,3703,809,490,12,9
Virginia,Brunswick County,608,298,1904,932,1146,510,1993,698,2035,769,4550,2155,3234,1700,375,236,4,4
Virginia,Buchanan County,815,396,2753,1326,1438,695,2045,879,2416,1036,6330,3124,4159,2227,394,260,5,5
Virginia,Buckingham County,783,358,2418,1172,1081,471,2189,909,2113,799,4915,2159,3018,1604,301,197,6,2
Virginia,Campbell County,3104,1533,8437,4106,4684,2275,6920,3505,6038,3060,14914,7670,10137,5554,1438,907,24,22
Virginia,Caroline County,1843,870,5175,2517,2268,1089,4034,2035,3872,1913,8368,4294,4794,2561,527,342,6,6
Virginia,Carroll County,1360,673,4085,2028,1990,945,2800,1406,2980,1512,8595,4316,6593,3471,744,488,8,6
Virginia,Charles City County,253,120,741,380,426,189,669,332,650,347,2258,1131,1598,829,172,112,6,6
Virginia,Charlotte County,608,286,1792,858,826,417,1186,579,1143,602,3317,1674,2350,1232,303,200,4,4
Virginia,Chesterfield County,20959,10326,66636,32460,32499,15955,42166,21978,48322,25709,95766,50837,52803,28979,5335,3421,62,44
Virginia,Clarke County,644,322,2246,1114,1032,516,1392,663,1531,784,4690,2384,2922,1537,326,215,0,0
Virginia,Craig County,221,124,698,311,349,177,483,240,484,264,1533,732,1033,530,90,54,1,1
Virginia,Culpeper County,3105,1552,9544,4728,4013,1950,6247,3058,6909,3340,13947,6948,7873,4257,906,582,8,5
Virginia,Cumberland County,520,266,1454,716,688,359,1090,562,982,518,2863,1474,1890,994,182,120,6,6
Virginia,Dickenson County,610,303,2141,995,963,473,1380,665,1776,867,4043,1975,2890,1497,319,237,2,2
Virginia,Dinwiddie County,1472,738,4485,2207,1959,940,3388,1732,3155,1614,8264,4207,4777,2539,447,299,0,0
Virginia,Essex County,463,222,1538,760,710,348,1089,555,1099,581,3096,1664,2349,1283,249,168,6,3
Virginia,Fairfax County,66316,32342,201887,97955,95353,46040,155159,76956,166038,86104,306869,157792,141912,76036,16526,10140,249,196
Virginia,Fauquier County,3984,1956,12884,6252,5686,2667,7760,3911,8813,4490,21396,10966,11274,5923,1161,720,14,13
Virginia,Floyd County,777,384,2291,1120,1003,471,1515,737,1650,827,4457,2206,3429,1766,353,238,1,0
Virginia,Fluvanna County,1319,641,4092,2024,1853,935,3103,1795,3434,1924,7664,4178,5270,2861,509,303,5,5
Virginia,Franklin County,2490,1226,7790,3768,4333,2097,5203,2699,5240,2652,15866,8063,12263,6383,1280,787,12,11
Virginia,Frederick County,5179,2523,15812,7752,7000,3431,10739,5483,11527,5846,24722,12512,14723,7827,1704,1030,13,12
Virginia,Giles County,829,400,2533,1262,1256,615,1785,899,1802,899,4850,2439,3344,1783,381,238,7,7
Virginia,Gloucester County,1825,872,5814,2825,2562,1214,4442,2223,4467,2216,11705,6011,7135,3784,744,461,17,15
Virginia,Goochland County,937,461,3385,1635,1691,837,2357,1265,2594,1484,8042,4300,5272,2724,443,256,6,4
Virginia,Grayson County,608,292,1851,910,1019,472,1619,654,1658,695,4644,2205,3517,1804,417,260,0,0
Virginia,Greene County,1171,610,3489,1709,1442,684,2561,1288,2487,1269,5644,2900,3419,1841,334,221,5,5
Virginia,Greensville County,398,206,1302,640,877,306,1803,421,1697,458,3322,1252,1789,897,201,128,2,2
Virginia,Halifax County,1728,845,5069,2499,2319,1139,3442,1742,3450,1731,9445,4876,7544,4065,1011,720,14,14
Virginia,Hanover County,5340,2569,18816,9015,9231,4396,10785,5501,13049,6718,32070,16705,18460,9950,2213,1420,15,14
Virginia,Henrico County,19198,9491,56255,27681,25745,12832,46519,24504,44935,23735,86141,46161,48374,27812,7137,4851,85,72
Virginia,Henry County,2334,1200,7527,3624,3592,1693,5191,2713,5264,2730,14810,7584,10747,5895,1469,915,14,14
Virginia,Highland County,105,58,224,125,99,52,197,98,158,70,675,342,703,341,69,41,2,2
Virginia,Isle of Wight County,1907,945,6317,3127,2680,1280,3959,2046,4483,2330,11509,5929,7052,3754,695,445,4,4
Virginia,James City County,3463,1726,11923,5832,5419,2595,7582,3873,8446,4397,20426,10862,18402,9920,2569,1478,24,19
Virginia,King and Queen County,306,141,846,430,405,194,656,329,697,350,2070,1039,1456,772,166,101,6,0
Virginia,King George County,1576,752,5199,2570,2226,1060,3142,1564,3573,1806,7301,3700,3391,1728,308,170,7,5
Virginia,King William County,994,465,3072,1524,1271,617,2202,1169,2224,1125,4976,2558,2835,1556,232,142,4,3
Virginia,Lancaster County,348,170,1183,584,524,245,827,445,853,444,2992,1640,3594,1951,590,340,8,8
Virginia,Lee County,975,436,3298,1572,1532,740,2675,1081,2761,1160,6132,3033,4392,2298,402,280,6,6
Virginia,Loudoun County,27065,13262,91102,44634,32932,15923,46205,24085,68526,35970,113632,56773,37118,20355,4329,2726,50,40
Virginia,Louisa County,1965,1001,5770,2832,2436,1178,4275,2241,4261,2141,11187,5763,7091,3637,603,356,8,7
Virginia,Lunenburg County,585,268,1772,863,741,335,1329,595,1469,541,3226,1525,2534,1386,273,170,7,7
Virginia,Madison County,725,335,2190,1089,950,478,1388,704,1514,774,4004,2039,2752,1471,313,187,1,0
Virginia,Mathews County,290,135,1031,506,542,251,699,350,736,372,2586,1330,2349,1242,297,169,3,3
