State,County,Under5yrsPopulation_total ,Under5yrsPopulation_female,t5to17yrsPopulation_total,t5to17yrs_Female,t18to24yearsPopulation,t18to24yrs_Female,t25to34yrs_Population,t25to34years_Female,t35to44yrs_Population,t35to44yrs_Female,t45to64yrs_Population,t45to64yrs_Female,t65to84years_Population,t65to84yrs_Female,t85to99yrs_Population,t85to99yrs_Female,t100_years_and_Over_Population,t100yrs_and_over_Female
New Jersey,Bergen County,48025,23457,152473,74485,76552,37094,112362,56776,126200,65609,270842,141143,144867,79754,24095,15691,316,257
New Jersey,Burlington County,22728,11159,73727,36139,38944,17650,57000,27938,57421,29143,130439,67636,71150,39491,10344,6546,107,78
New Jersey,Camden County,29458,14440,87523,42429,43730,21519,71922,36898,67080,34794,138131,72422,75274,41939,10232,6777,135,107
New Jersey,Cape May County,3878,1921,12414,6193,6239,2969,9599,4719,9023,4593,27488,14378,23653,12686,2942,1835,27,21
New Jersey,Cumberland County,8614,4245,27117,13424,12437,5992,21923,9465,20568,9382,39058,19170,21416,11705,2962,1916,57,50
New Jersey,Essex County,51645,25566,150575,73811,82973,41068,119677,62252,122457,63771,221859,115759,100717,56948,13591,9109,234,188
New Jersey,Gloucester County,15339,7442,49674,24218,31925,15119,35415,17930,36739,19126,83402,43556,44331,24263,5409,3582,60,46
New Jersey,Hudson County,44816,21981,97287,47465,62544,30149,161172,80132,115232,56161,161513,83120,73036,41628,9120,6004,134,104
New Jersey,Hunterdon County,5455,2713,19472,9490,10537,4680,12496,6304,13878,7195,42270,21931,22013,11379,2775,1830,51,49
New Jersey,Mercer County,19877,9739,62791,30684,42381,20785,50844,24892,50163,25373,101755,52167,51890,28667,7525,4955,114,92
New Jersey,Middlesex County,44476,21806,138677,67500,89124,43035,113728,57314,118393,60487,227206,116644,114856,62848,16515,10826,187,148
New Jersey,Monmouth County,29562,14493,102383,50014,53157,25813,72466,36071,75549,38922,191666,99345,103209,55934,15397,10267,226,180
New Jersey,Morris County,24214,11695,81478,39622,42808,20821,58180,28875,62874,31984,149860,76894,76832,41881,12856,8235,183,154
New Jersey,Ocean County,44884,21762,109745,53615,48773,23819,71896,35408,64640,32243,152952,79631,124215,69511,19924,12692,200,166
New Jersey,Passaic County,30784,15190,89518,43742,52163,25929,70222,35812,67065,34823,136323,71405,68493,37806,9417,6219,133,114
New Jersey,Salem County,3467,1756,10832,5320,5157,2458,7460,3775,7598,3836,17851,9284,10968,5813,1487,978,17,10
New Jersey,Somerset County,16368,8049,57789,28003,27748,13376,39522,19808,44757,23308,103147,53135,48270,26473,7635,5110,125,94
New Jersey,Sussex County,6447,3204,21329,10354,11342,5369,16265,7964,16288,8152,45748,23406,24301,12659,2455,1566,46,42
New Jersey,Union County,33661,16487,100828,49661,50239,24548,73519,37617,79963,41643,154990,80236,71316,39970,10679,7125,150,107
New Jersey,Warren County,4951,2429,16862,8320,8865,4398,12281,6064,12551,6397,33467,17244,18124,9734,2487,1632,44,39
New Mexico,Bernalillo County,34306,16757,108367,53129,64445,32003,95207,47282,87374,44076,168043,86936,105906,57709,12658,7937,138,114
New Mexico,Catron County,71,18,292,162,144,72,245,102,243,111,1033,533,1448,654,100,46,3,3
New Mexico,Chaves County,4158,2051,13028,6407,6010,2768,8434,4165,8154,4026,14997,7593,9183,4867,1164,733,29,23
New Mexico,Cibola County,1602,779,4812,2380,2261,1059,3658,1819,3412,1671,6721,3447,4214,2286,488,292,4,4
New Mexico,Colfax County,529,267,1750,847,707,343,1287,680,1270,687,3539,1821,3013,1494,291,174,1,1
New Mexico,Curry County,3439,1688,9528,4680,5154,2284,7595,3581,5992,2938,10339,5252,5635,3038,738,457,10,10
New Mexico,De Baca County,58,29,280,144,90,42,126,71,172,77,505,255,414,208,51,29,2,2
New Mexico,Doña Ana County,12667,6227,39752,19428,25328,12257,29036,14636,24891,12836,49943,26689,33870,17935,4039,2378,35,25
New Mexico,Eddy County,4217,2088,12176,6001,5634,2656,8703,4248,8071,3797,14672,7180,7836,4113,996,597,9,4
New Mexico,Grant County,1250,612,4104,2005,2140,1052,2569,1312,2878,1487,7130,3705,7287,3699,822,482,5,2
New Mexico,Guadalupe County,236,109,630,281,296,126,604,199,620,225,1211,577,758,362,95,53,2,2
New Mexico,Harding County,32,21,64,33,31,17,52,24,64,30,163,84,214,109,37,12,0,0
New Mexico,Hidalgo County,234,102,705,384,300,139,470,215,442,219,1120,546,801,411,106,56,0,0
New Mexico,Lea County,5472,2687,16247,7973,7521,3535,10943,5142,10137,4655,15869,7644,7414,3914,849,514,3,2
New Mexico,Lincoln County,900,437,2691,1294,1094,538,1940,1021,1805,864,5817,3089,5560,2847,460,251,2,2
New Mexico,Los Alamos County,1010,492,3359,1646,1182,575,2482,1174,2477,1238,5390,2665,3091,1567,420,242,8,2
New Mexico,Luna County,1603,802,4706,2286,2279,1060,2856,1456,2480,1259,5978,3114,4913,2460,608,328,4,4
New Mexico,McKinley County,4475,2286,15747,7736,6676,3352,10095,4976,8755,4458,17414,9186,8894,5040,837,534,9,8
New Mexico,Mora County,159,70,531,251,265,110,338,182,422,208,1260,624,1093,535,120,73,1,1
New Mexico,Otero County,4155,2052,11466,5640,7226,2989,9258,4206,7681,3655,15842,8081,10927,5648,1274,729,10,5
New Mexico,Quay County,467,225,1451,713,552,294,801,389,875,452,2321,1198,2029,1026,249,154,1,1
New Mexico,Rio Arriba County,1909,931,6667,3354,3132,1527,4638,2283,4496,2243,11029,5690,7634,3951,841,538,17,16
New Mexico,Roosevelt County,1250,663,3501,1670,3010,1529,2618,1226,1998,1005,4024,2056,2467,1296,320,198,3,1
New Mexico,Sandoval County,7901,3869,26977,13009,11126,5445,16819,8566,18215,9376,38682,20168,26515,14229,2579,1619,20,16
New Mexico,San Juan County,7259,3582,24738,12140,10641,5231,15541,7800,15464,7818,28986,14946,17028,9205,1985,1217,19,11
New Mexico,San Miguel County,1303,643,3987,1999,2735,1316,2965,1436,2781,1396,7529,3781,5363,2793,531,331,7,4
New Mexico,Santa Fe County,6296,3111,20677,10188,10468,5135,17183,8481,17797,8978,42573,22459,36508,19597,3290,1965,31,28
New Mexico,Sierra County,393,176,1388,671,542,259,956,483,963,487,3180,1647,3772,1865,381,206,1,1
New Mexico,Socorro County,877,441,2643,1259,2222,900,1919,914,1743,860,3962,2011,2917,1478,305,175,7,7
New Mexico,Taos County,1425,720,4619,2291,2205,1043,3435,1720,3645,1860,9720,5009,8663,4557,765,460,12,11
New Mexico,Torrance County,729,364,2383,1221,1213,540,1514,730,1596,766,4361,2228,2987,1449,257,137,5,1
New Mexico,Union County,200,92,619,294,257,113,530,201,507,194,1119,482,739,386,106,64,2,2
New Mexico,Valencia County,4224,2145,13842,6600,6369,2977,9155,4329,9028,4394,19635,9954,12753,6669,1189,683,10,9
New York,Albany County,15077,7351,43896,21413,37982,19437,43895,22122,37976,19479,80330,41416,48438,26519,7148,4792,106,95
New York,Allegany County,2404,1127,7189,3461,6956,3103,4664,2256,4807,2403,11329,5666,8122,4113,974,591,11,6
New York,Bronx County,89023,43695,260556,127947,149909,74260,222738,117198,193541,105391,363517,199080,170895,100098,22056,15213,419,346
New York,Broome County,9614,4760,27424,13200,26572,13253,24355,11921,21409,10741,50002,25447,32980,17868,6187,4183,140,116
New York,Cattaraugus County,4263,2033,12562,6093,6800,3224,8360,4154,8524,4162,20960,10469,13831,7098,1712,1109,30,26
New York,Cayuga County,3765,1785,11271,5424,5861,2752,9217,4177,8979,4218,21649,10660,13516,7000,1953,1264,37,30
New York,Chautauqua County,6748,3338,19595,9527,12115,6085,14303,6963,13849,6902,34309,17357,23338,12177,3364,2165,36,28
New York,Chemung County,4364,2165,13299,6574,6526,3114,10603,5031,9919,4832,22819,11484,14401,7731,2178,1405,39,28
New York,Chenango County,2369,1154,7342,3562,3181,1522,5246,2608,5210,2590,13626,6790,9040,4678,1185,749,21,17
New York,Clinton County,3852,1868,10953,5347,8258,4206,10252,4638,9849,4509,22164,10911,12839,6725,1644,1023,32,27
New York,Columbia County,2514,1266,8208,3986,4159,1979,6482,3236,6786,3434,18193,9106,13639,7081,1565,955,24,21
New York,Cortland County,2270,1083,6689,3237,6922,3571,5398,2687,5093,2502,11898,5964,7486,3950,1036,604,17,9
New York,Delaware County,1839,862,5920,2867,4074,1921,4288,2090,4438,2263,12657,6282,9826,4945,1250,781,16,3
New York,Dutchess County,13130,6470,43158,21022,30343,15245,34528,16704,34445,17137,85597,43239,47626,25615,6975,4477,109,98
New York,Erie County,50019,24434,142097,69542,94996,46465,130794,65505,109719,55530,249162,128718,153250,84340,23922,15849,277,228
New York,Essex County,1677,804,5062,2466,2435,1148,4286,1921,4167,1929,10854,5449,7821,3975,1062,659,17,16
New York,Franklin County,2405,1175,7285,3501,3780,1579,6143,2564,5859,2546,13120,6260,7984,4062,960,616,19,10
New York,Fulton County,2548,1225,8058,3924,3961,1882,5964,2868,6318,3092,15289,7655,9936,5298,1236,787,14,11
New York,Genesee County,2922,1419,8632,4295,4576,2153,7260,3448,6641,3137,16726,8325,10066,5233,1553,979,12,4
New York,Greene County,2064,984,6242,3029,3485,1452,5713,2543,5520,2553,14220,6984,9472,4873,1207,742,8,6
New York,Hamilton County,168,78,498,239,257,122,400,203,435,227,1624,775,1555,765,169,94,1,1
New York,Herkimer County,3091,1481,9326,4611,4674,2233,6725,3340,6617,3287,16731,8469,11453,5995,1501,946,21,19
New York,Jefferson County,7970,3862,18713,9242,15039,5702,18360,8100,13423,6462,25926,13104,15166,7979,2084,1388,40,29
New York,Kings County,169016,83034,426687,208763,251876,127275,510213,265987,395831,205951,609839,329262,326407,188898,45389,30494,816,647
New York,Lewis County,1639,766,4521,2182,1873,880,3001,1464,2909,1460,7378,3635,4635,2329,618,383,8,7
New York,Livingston County,2773,1400,8952,4357,7788,4174,6428,2949,6688,3218,17133,8601,10741,5621,1316,824,15,15
New York,Madison County,3184,1515,9969,4876,8912,4586,6875,3480,7200,3549,18930,9660,11561,6085,1372,857,13,9
New York,Monroe County,38909,19138,115404,56234,78862,38757,103295,52915,87271,45192,195187,101787,121656,66713,18578,12051,281,236
New York,Montgomery County,2858,1415,8426,4045,3733,1806,5947,2992,5762,2945,12849,6509,8601,4499,1321,864,35,29
New York,Nassau County,69123,33944,227767,110712,125900,60991,158197,79252,169571,87864,388205,202458,218889,119582,37571,24631,551,428
New York,New York County,68849,33918,163662,80875,175412,100243,382953,201434,235017,118066,385175,198888,244857,141773,37592,23974,734,596
New York,Niagara County,10756,5324,31402,15522,17603,8588,25305,12658,24199,12244,60745,31015,37235,20046,5370,3447,51,45
New York,Oneida County,12668,6076,36998,18005,21295,9877,28591,13901,26568,12827,61133,30728,38898,20828,5901,3854,73,60
New York,Onondaga County,25612,12630,73118,35708,52300,26654,62815,31992,54288,27732,122208,63392,73158,39908,12787,8414,230,189
New York,Ontario County,5178,2614,16974,8283,9902,4740,12350,6154,12599,6445,31241,16023,21512,11521,2658,1688,44,36
New York,Orange County,25794,12588,76213,37203,40596,18535,47720,23590,47943,24653,105662,54269,51147,27685,6153,4065,82,69
New York,Orleans County,2097,1030,6056,2950,3044,1413,5171,2469,4654,2324,11790,5933,6752,3534,771,479,8,5
New York,Oswego County,6198,3094,18533,9043,12776,6344,13680,6727,13033,6454,32859,16400,18344,9607,2069,1253,33,24
New York,Otsego County,2464,1209,7596,3716,8916,5059,5951,2968,5729,2846,15118,7758,11242,5827,1496,958,12,6
New York,Putnam County,4377,2130,15021,7265,7824,3607,10331,4960,11822,5949,30503,15525,15933,8384,1835,1177,22,19
New York,Queens County,122122,59666,333873,162241,208169,102318,389746,194975,342085,173313,633572,331651,327785,184882,47296,31329,816,620
New York,Rensselaer County,8006,3772,23043,11261,17862,7947,22331,11277,19024,9707,42404,21816,25040,13321,3359,2184,61,57
New York,Richmond County,26627,13007,79727,38758,43801,21068,64373,32234,61278,31669,134779,70587,75519,41579,9514,6335,129,104
New York,Rockland County,26598,13091,72215,34963,31753,15296,38769,19209,38209,19447,77824,40396,45269,24852,7568,4860,124,110
New York,St. Lawrence County,5473,2650,16768,8149,15374,7186,11996,5522,11533,5503,27605,13750,17470,8995,2254,1461,32,22
New York,Saratoga County,11235,5441,35658,17473,18568,9142,27848,13763,28857,14624,68538,35115,40133,21439,4614,2888,58,55
New York,Schenectady County,8657,4173,25123,12007,13954,6799,20947,10696,19405,10187,41756,21531,23971,13056,4162,2800,86,80
New York,Schoharie County,1301,622,4072,1939,3048,1597,3086,1522,3141,1604,8478,4220,5909,3001,677,412,2,0
New York,Schuyler County,859,394,2531,1267,1178,574,1987,960,2026,1041,5253,2642,3620,1838,441,282,3,3
New York,Seneca County,1806,846,5188,2508,2572,1164,4371,1906,3826,1734,9306,4554,5957,3059,773,493,15,15
New York,Steuben County,5129,2530,15008,7262,6719,3262,10820,5376,10740,5359,26197,13085,16769,8695,2181,1368,21,14
New York,Suffolk County,72499,35394,239009,116841,141211,68027,182401,89777,180652,92001,439406,225650,235389,128443,34907,22342,446,362
New York,Sullivan County,4394,2147,12444,5947,6353,2989,9352,4604,9320,4430,22084,10510,13304,6691,1345,833,28,23
New York,Tioga County,2448,1189,7932,3857,3488,1640,5168,2537,5546,2728,14017,7086,8677,4554,1161,715,18,12
New York,Tompkins County,3975,1905,11717,5730,27264,13293,14885,7352,10566,5465,21292,11161,14041,7458,1962,1254,38,24
New York,Ulster County,7813,3794,24581,12063,16110,8174,21365,10314,21852,10810,52963,26531,33062,17489,4046,2534,59,40
New York,Warren County,2827,1372,8907,4282,4566,2226,7632,3778,7180,3578,19370,9995,13573,7137,1657,1079,25,20
New York,Washington County,2836,1416,8974,4291,4348,1925,7574,3439,7192,3256,17936,8729,11021,5635,1395,915,26,21
New York,Wayne County,4831,2333,14708,7128,6309,3040,10351,5083,10197,5070,26985,13598,16026,8328,1858,1183,18,17
New York,Westchester County,52158,25547,169857,82488,86067,42881,114111,58499,130096,68372,276939,145512,148119,82754,26682,17524,428,370
New York,Wyoming County,1825,887,5811,2837,2926,1252,5500,2177,4989,2048,11795,5512,6894,3467,768,500,23,19
New York,Yates County,1600,775,4084,2045,2711,1420,2546,1236,2331,1168,6080,3127,4818,2483,593,396,11,9
North Carolina,Alamance County,9559,4698,27887,13623,18922,10037,20683,10791,19889,10569,44605,23294,26187,14708,3635,2399,48,38
North Carolina,Alexander County,1758,851,5413,2612,2722,1289,4202,1876,4341,1972,10624,5190,6672,3541,710,455,2,1
North Carolina,Alleghany County,515,251,1431,704,690,315,1032,469,1058,495,3104,1603,2736,1412,317,192,5,4
North Carolina,Anson County,1033,480,3177,1554,1629,800,2706,1473,2607,1361,6427,3250,4013,2184,457,315,6,1
North Carolina,Ashe County,1048,509,3545,1701,1698,811,2473,1190,2926,1435,7653,3867,6467,3418,758,507,9,4
North Carolina,Avery County,649,319,2053,1002,1592,806,2027,729,2168,829,4946,2222,3887,2016,478,279,6,0
North Carolina,Beaufort County,1985,986,6662,3245,2982,1477,4179,2184,4702,2460,12562,6562,10493,5634,1064,711,23,13
North Carolina,Bertie County,724,361,2314,1129,1292,523,2218,850,1982,871,5314,2707,3650,2062,427,306,13,9
North Carolina,Bladen County,1522,727,4658,2376,2338,1156,3055,1574,3347,1728,8163,4291,5933,3228,585,397,5,2
North Carolina,Brunswick County,4872,2339,15215,7431,7095,3464,11541,5871,12394,6447,38549,21104,44107,22831,2900,1729,20,10
North Carolina,Buncombe County,12383,6050,37195,18296,21334,10960,37336,19125,36412,18487,69338,35911,49438,27067,5955,3789,61,56
North Carolina,Burke County,4331,2205,13221,6370,6853,3008,10322,4930,9768,4788,24787,12594,16356,8874,1914,1288,18,15
North Carolina,Cabarrus County,13769,6682,44496,21777,18635,9061,27466,14347,32059,16993,58725,30222,27565,15304,3045,1984,44,35
North Carolina,Caldwell County,4028,1984,12188,6022,6162,2951,8884,4442,8988,4533,23545,11773,15240,8180,1595,1023,22,17
North Carolina,Camden County,539,274,1929,918,755,353,1111,597,1354,691,2977,1468,1530,804,156,85,4,1
North Carolina,Carteret County,2521,1236,8952,4318,4093,1956,6415,3146,7382,3692,20421,10618,16279,8596,1608,992,15,12
North Carolina,Caswell County,1088,554,3052,1492,1506,670,2472,1072,2493,1092,7022,3423,4638,2453,461,314,4,3
North Carolina,Catawba County,8171,3911,25873,12702,13338,6444,18444,9217,18765,9474,45518,23099,27259,14983,3213,2119,29,22
North Carolina,Chatham County,3592,1753,11905,5896,4690,2240,6635,3385,8531,4474,21545,11227,17244,9388,2111,1311,32,24
North Carolina,Cherokee County,1205,529,3518,1748,1700,827,2423,1199,2720,1353,8457,4434,8024,4122,722,436,5,5
North Carolina,Chowan County,629,301,1965,955,894,423,1336,704,1410,739,3787,2001,3260,1770,421,289,6,5
North Carolina,Clay County,488,239,1367,625,551,259,827,410,981,482,3182,1692,3412,1774,273,166,8,1
North Carolina,Cleveland County,5330,2573,16157,7897,8726,4377,11474,5929,10899,5684,27702,14311,17375,9614,1834,1236,22,16
North Carolina,Columbus County,2466,1225,7841,3844,3992,1879,5775,2614,5966,2791,13977,7040,9605,5270,989,678,12,10
North Carolina,Craven County,5580,2722,15357,7523,10051,4281,12227,5954,11190,5644,24769,13138,19274,10512,2251,1385,21,12
North Carolina,Cumberland County,22632,11178,57615,28262,41374,18136,52990,26230,40342,21500,76150,41417,39383,22324,4193,2704,49,36
North Carolina,Currituck County,1527,743,4569,2276,1879,876,3206,1626,3361,1684,8546,4301,4666,2396,343,206,3,3
North Carolina,Dare County,1427,708,5043,2421,2154,1035,3422,1664,4300,2191,11463,5942,8391,4336,701,416,14,7
North Carolina,Davidson County,9011,4411,27740,13469,12891,6191,19031,9784,19413,10027,48760,24841,28844,15670,3208,2077,32,20
North Carolina,Davie County,2049,1004,6879,3301,3093,1459,4141,2129,4683,2403,12452,6374,8319,4441,1088,728,8,8
North Carolina,Duplin County,2917,1403,8755,4220,3959,1886,5287,2693,5579,2892,12732,6565,8482,4629,983,662,21,14
North Carolina,Durham County,19045,9513,46223,22680,35058,18296,62178,32267,44871,23044,72601,38690,40319,22573,4480,2936,58,46
North Carolina,Edgecombe County,2692,1281,8019,3917,3737,1837,5484,2975,5385,2891,13342,7187,9191,5242,1037,732,13,13
North Carolina,Forsyth County,21082,10444,64120,31524,38282,20025,49756,26035,45850,24192,98130,51929,57542,32298,7746,5108,82,68
North Carolina,Franklin County,3893,1888,11536,5742,5657,2633,7928,3902,8247,4102,19387,9854,10890,5896,1025,659,10,7
North Carolina,Gaston County,12735,6190,37362,18341,18238,8885,29309,15045,28233,14689,63169,32638,34771,19347,4092,2764,34,28
North Carolina,Gates County,521,266,1614,792,694,335,1101,545,1098,553,3252,1638,1961,1044,237,155,0,0
North Carolina,Graham County,423,200,1237,611,553,277,803,386,835,428,2160,1047,1821,976,187,134,11,11
North Carolina,Granville County,3072,1503,9725,4639,5263,2056,7138,3439,7589,3627,17855,8781,9387,5051,954,641,9,5
North Carolina,Greene County,950,489,2935,1365,1578,645,2842,895,2885,1049,5635,2405,3283,1664,340,245,3,3
North Carolina,Guilford County,29159,14441,88377,43378,65895,35590,69708,36732,64917,34470,136002,71522,77108,42995,10021,6626,112,98
North Carolina,Halifax County,2444,1243,7203,3476,3399,1690,5319,2677,5417,2687,13978,7214,9662,5372,1191,806,9,6
North Carolina,Harnett County,9704,4582,25795,12717,12049,6067,19169,9742,17857,8982,31196,15737,16234,8931,1536,1072,28,21
North Carolina,Haywood County,2805,1330,8193,3950,3893,1867,6719,3382,6697,3415,17529,9235,14465,7761,1778,1144,10,8
North Carolina,Henderson County,5246,2560,16607,8153,7179,3469,12109,6111,13093,6609,30810,16262,27594,15234,3608,2197,35,32
North Carolina,Hertford County,999,476,2914,1465,2402,1161,2384,1122,2551,1127,5703,2909,4019,2272,578,415,2,2
North Carolina,Hoke County,4160,2074,10450,5002,4202,2121,8379,4324,7238,3745,11914,6259,5261,2845,465,308,13,12
North Carolina,Hyde County,184,89,620,290,267,122,464,185,538,207,1458,629,969,493,83,56,6,3
North Carolina,Iredell County,9992,4850,32906,16081,14568,6907,21435,10775,23120,11911,53239,27305,28348,15225,3056,1991,29,25
North Carolina,Jackson County,1881,900,5438,2589,9138,4787,4631,2238,4101,2008,9477,4864,7741,4171,702,450,0,0
North Carolina,Johnston County,13349,6454,42551,20917,17107,8307,26122,13472,29370,15194,57452,29188,27742,15231,2283,1529,23,16
North Carolina,Jones County,417,179,1274,647,624,298,927,462,958,491,2746,1454,2010,1075,216,153,0,0
North Carolina,Lee County,3716,1794,11177,5436,4994,2433,7828,3967,7687,3923,16321,8408,10358,5699,1188,751,16,12
North Carolina,Lenoir County,2980,1487,9219,4474,4300,2116,6185,3250,6030,3226,14868,7820,10186,5669,1334,863,20,18
North Carolina,Lincoln County,4350,2173,14044,6781,6131,2905,9256,4659,10413,5274,26155,13190,15122,8029,1327,838,12,12
North Carolina,McDowell County,2146,993,6627,3177,3275,1466,5176,2429,5156,2460,12823,6426,8466,4421,904,586,5,5
North Carolina,Macon County,1664,817,5005,2430,2252,1087,3584,1761,3645,1785,9946,5176,9799,5266,1097,662,22,20
North Carolina,Madison County,934,465,2778,1331,1940,941,2220,1096,2447,1242,5892,3005,4494,2372,485,298,3,3
North Carolina,Martin County,1082,507,3334,1657,1531,803,2238,1215,2157,1181,6231,3280,4861,2694,585,384,12,12
North Carolina,Mecklenburg County,67943,33347,187514,92505,109615,54830,190523,97907,161471,83855,267153,140504,117659,66662,13473,8941,131,114
North Carolina,Mitchell County,678,333,1979,970,972,466,1512,750,1575,796,4310,2242,3512,1875,360,234,5,3
North Carolina,Montgomery County,1333,666,4241,2056,1974,953,2644,1261,2720,1322,7340,3652,5007,2640,482,318,10,10
North Carolina,Moore County,5768,2841,15747,7634,6011,2938,11525,5836,11687,5893,24402,12868,21300,11530,3265,1966,22,21
North Carolina,Nash County,4994,2538,15402,7566,7589,3778,10588,5537,10910,5756,26731,13981,16988,9421,1745,1205,23,22
North Carolina,New Hanover County,10303,5062,31286,15246,24594,13234,30040,15122,28707,14610,56969,30081,39151,21595,4608,2986,44,38
North Carolina,Northampton County,819,367,2280,1084,1020,493,1641,850,1548,836,5335,2815,4266,2323,548,385,14,13
North Carolina,Onslow County,14732,7268,32377,15811,42376,12559,33346,15466,23002,11332,37261,19725,19696,10664,1781,1124,5,5
North Carolina,Orange County,6232,3085,22937,11268,26351,14522,18626,9515,17287,9034,35052,18302,20106,10800,2083,1379,22,20
North Carolina,Pamlico County,452,231,1346,673,612,299,1108,503,1234,527,3637,1777,3483,1775,399,246,5,4
North Carolina,Pasquotank County,2264,1098,6340,3128,3947,1916,5241,2525,4954,2476,10302,5354,6719,3739,794,532,7,3
North Carolina,Pender County,3288,1604,10307,4988,4041,1869,6385,3089,7636,3849,16883,8491,10573,5548,1067,687,23,15
North Carolina,Perquimans County,590,305,1823,957,785,393,1220,645,1337,680,3695,1897,3228,1666,321,204,6,6
North Carolina,Person County,2067,1032,6067,2960,2871,1398,4164,2177,4293,2176,11547,5941,7286,4001,790,544,12,8
North Carolina,Pitt County,10046,4940,27924,13637,23283,12364,23958,12699,20821,11198,39517,21316,22248,12387,2429,1662,17,14
North Carolina,Polk County,750,367,2374,1176,1180,539,1638,836,1740,848,5484,2873,5331,2901,824,529,7,7
North Carolina,Randolph County,7808,3938,24048,11658,11718,5618,16502,8277,16106,8221,40786,20526,24450,13202,2726,1721,27,17
North Carolina,Richmond County,2554,1263,7154,3436,3622,1693,4929,2496,4843,2525,11700,5982,7361,4069,772,480,11,7
North Carolina,Robeson County,7087,3515,20988,10279,12303,6288,13702,6966,13677,7114,29683,15528,17457,9725,1614,1097,19,15
North Carolina,Rockingham County,4499,2241,13814,6747,6632,3249,10029,5149,9836,5039,26678,13793,17475,9405,2117,1416,16,14
North Carolina,Rowan County,7975,3916,23932,11552,12877,6166,17427,8685,17293,8702,40429,20413,24002,12879,2908,1903,32,22
North Carolina,Rutherford County,3148,1567,9877,4791,4796,2328,6821,3452,7103,3612,18533,9469,12790,6909,1355,911,21,21
North Carolina,Sampson County,3489,1713,10611,5132,4934,2355,6580,3236,7229,3679,15520,7858,9560,5290,1101,784,12,11
North Carolina,Scotland County,1899,904,5430,2622,2858,1318,4106,1770,4048,1846,9075,4403,6018,3359,723,494,17,15
North Carolina,Stanly County,3396,1671,9844,4786,5126,2416,7540,3691,6938,3438,17317,8628,11138,6007,1187,813,18,18
North Carolina,Stokes County,2020,1015,6451,3126,3188,1523,4524,2252,4627,2372,13783,6987,8923,4836,984,658,20,20
North Carolina,Surry County,3630,1796,11291,5544,5674,2776,7597,3756,7778,3956,19975,10182,13657,7459,1740,1171,17,16
North Carolina,Swain County,794,360,2348,1192,1045,526,1569,781,1609,853,3844,2028,2628,1414,275,177,5,5
North Carolina,Transylvania County,1380,690,4307,2082,2553,1216,3068,1534,3321,1691,8492,4532,8738,4689,1115,661,12,10
North Carolina,Tyrrell County,160,76,511,248,175,98,351,169,369,176,965,512,638,347,74,45,2,2
North Carolina,Union County,13007,6363,51396,25034,21332,10352,22446,11451,31590,16749,66821,33612,28876,15731,2774,1797,25,18
North Carolina,Vance County,2442,1203,7265,3584,3288,1634,4896,2620,4699,2544,11626,6197,7523,4148,826,564,13,13
North Carolina,Wake County,65242,31991,204089,100141,108394,53757,164659,84190,164821,86146,283180,146365,125002,69835,13844,8970,179,156
North Carolina,Warren County,781,405,2569,1249,1153,547,1899,925,1888,848,5469,2705,4417,2352,458,301,8,8
North Carolina,Washington County,549,273,1604,817,710,348,1022,593,1054,573,3146,1725,2613,1399,299,186,6,5
North Carolina,Watauga County,1922,908,5574,2753,16615,9328,5731,2618,4666,2310,10578,5444,8155,4271,834,553,11,10
North Carolina,Wayne County,7013,3446,19818,9654,11103,5083,15085,7508,13568,6926,30141,15586,18482,10340,2106,1423,17,13
North Carolina,Wilkes County,3256,1610,10062,4925,5019,2416,6828,3427,7230,3525,18717,9381,13252,7163,1590,1027,15,13
North Carolina,Wilson County,4420,2176,13309,6556,6267,3118,9003,4680,9143,4810,21128,11220,13927,7759,1554,1065,33,27
North Carolina,Yadkin County,1875,924,5855,2753,2989,1396,4004,1963,3975,2011,10819,5475,6889,3692,804,535,4,1
North Carolina,Yancey County,890,463,2475,1162,1243,585,1891,920,2010,1010,5086,2583,4390,2331,470,297,15,10
North Dakota,Adams County,127,66,306,159,122,61,203,100,189,86,606,307,553,279,92,60,2,2
North Dakota,Barnes County,523,291,1590,752,1215,575,1080,514,1117,532,2846,1381,2116,1066,358,229,8,8
North Dakota,Benson County,572,279,1466,702,408,191,668,338,657,310,1274,614,824,406,93,51,2,1
North Dakota,Billings County,70,40,138,61,52,24,114,45,110,55,272,139,180,80,9,4,0,0
North Dakota,Bottineau County,369,179,1029,499,434,201,676,329,658,317,1638,769,1388,690,186,126,1,1
North Dakota,Bowman County,171,80,530,266,153,72,328,158,352,161,752,364,601,306,104,54,2,0
North Dakota,Burke County,143,60,417,188,114,50,221,103,274,134,583,242,395,196,53,38,1,1
North Dakota,Burleigh County,6228,3031,16609,8193,9266,4550,13404,6408,13293,6324,23150,11590,14117,7607,2361,1529,30,28
North Dakota,Cass County,12257,6021,29334,14274,24276,11824,31053,15002,25690,12217,38760,19288,20232,10775,2896,1849,27,25
North Dakota,Cavalier County,272,134,547,261,190,74,402,193,343,164,965,457,837,419,146,88,2,2
North Dakota,Dickey County,302,147,923,446,417,202,517,252,541,261,1219,587,921,472,156,97,3,2
North Dakota,Divide County,150,60,354,192,100,43,258,125,271,133,560,248,431,194,71,47,0,0
North Dakota,Dunn County,308,148,731,368,261,121,541,259,501,230,1057,483,610,290,82,50,4,4
North Dakota,Eddy County,144,70,379,169,136,62,275,115,238,116,587,281,491,238,95,67,2,2
